SQLDATE,date,Actor1Name,Actor1CountryCode,EventCode,EventLabel,QuadClass,GoldsteinScale,NumMentions,NumArticles,AvgTone,ActionGeo_FullName,ActionGeo_Lat,ActionGeo_Long,SourceDomain,GKG_Themes,GKG_Persons,GKG_Organizations,GKG_Locations,GKG_V2Tone,GKG_SharingImage,GKG_DocId,QuadLabel,IsConflict,IsNegative,MediaWeight,IsNorthBenin,ZoneBenin,DepartementBenin,SourceRegion,GoldsteinNorm,ToneNorm,month,ToneCategory,GoldsteinBin
20250219,2025-02-19,Diplomate,TG,070,Aide/assistance,2,0.82,5,4,4.27,Cotonou,6.3654,2.4183,matinlibre.com,,Lionel Zinsou,UNICEF;FMI,"Cotonou, Benin","4.27,4.27,0.0,4.27,0.25,693",,20250219000000-matinlibre_com-BN-03491,Cooperation materielle,0,0,20,0,Sud,Littoral,Benin,0.541,0.6068,2025-02,Positif,Neutre
20250705,2025-07-05,Diplomate,BN,140,Refus cooperation,3,-7.39,17,9,-10.5,Porto-Novo,6.4969,2.6289,rfi.fr,ECONOMY;DEMOCRACY;ELECTIONS;TERRORISM,,OMS,"Porto-Novo, Benin","-10.5,0.0,10.5,10.5,1.76,534",,20250705000000-rfi_fr-BN-03492,Conflit verbal,1,1,153,0,Sud,Oueme,International,0.1305,0.2375,2025-07,Tres negatif,Tres destabilisant
20250120,2025-01-20,Parti politique,BN,140,Refus cooperation,3,-5.73,5,2,-3.17,Natitingou,10.3081,1.3784,apanews.net,CORRUPTION;RELIGION;TERRORISM,,,"Natitingou, Benin","-3.17,0.0,3.17,3.17,1.09,225",,20250120000000-apanews_net-BN-03493,Conflit verbal,1,1,10,1,Nord,Atacora,Afrique,0.2135,0.4208,2025-01,Negatif,Destabilisant
20250426,2025-04-26,Gouvernement,BN,100,Demande,1,3.44,7,3,-0.53,Parakou,9.337,2.6282,apanews.net,POLITICAL_VIOLENCE;DEMOCRACY,Lionel Zinsou;Alassane Ouattara,,"Parakou, Benin","-0.53,0.0,0.53,0.53,1.86,568",https://www.bbc.com/img/default.jpg,20250426000000-apanews_net-BN-03494,Cooperation verbale,0,1,21,1,Nord,Borgou,Afrique,0.672,0.4868,2025-04,Neutre,Stabilisant
20250402,2025-04-02,ONG,BN,036,Critique politique,1,2.16,5,2,-2.99,Parakou,9.337,2.6282,lanouvelletribune.bj,HUMAN_RIGHTS;POLITICAL_VIOLENCE;PROTEST,,Banque Mondiale;UNICEF;Gouvernement Beninois,"Parakou, Benin","-2.99,0.0,2.99,2.99,0.78,618",,20250402000000-lanouvelletribune_bj-BN-03495,Cooperation verbale,0,1,10,1,Nord,Borgou,Benin,0.608,0.4252,2025-04,Negatif,Neutre
20251215,2025-12-15,Parti politique,BN,130,Protestation,3,-5.94,8,2,-5.83,Cotonou,6.3654,2.4183,rfi.fr,POLITICAL_VIOLENCE;CORRUPTION,Macky Sall;Lionel Zinsou,Union Africaine;Assemblee Nationale;Gouvernement Beninois,"Cotonou, Benin","-5.83,0.0,5.83,5.83,1.17,740",,20251215000000-rfi_fr-BN-03496,Conflit verbal,1,1,16,0,Sud,Littoral,International,0.203,0.3542,2025-12,Tres negatif,Destabilisant
20251205,2025-12-05,ONG,BN,140,Refus cooperation,3,0.39,4,6,-3.45,Porto-Novo,6.4969,2.6289,rfi.fr,ELECTIONS,Thomas Boni Yayi;Patrice Talon,Union Africaine,"Porto-Novo, Benin","-3.45,0.0,3.45,3.45,0.91,759",,20251205000000-rfi_fr-BN-03497,Conflit verbal,1,1,24,0,Sud,Oueme,International,0.5195,0.4138,2025-12,Negatif,Neutre
20250222,2025-02-22,Citoyen,GH,020,Appel action,1,0.95,10,6,4.3,Cotonou,6.3654,2.4183,apanews.net,HUMAN_RIGHTS;ECONOMY,Abdoulaye Bio Tchane;Mahamadou Issoufou,OMS;Gouvernement Beninois;PNUD,"Cotonou, Benin","4.3,4.3,0.0,4.3,1.0,291",,20250222000000-apanews_net-BN-03498,Cooperation verbale,0,0,60,0,Sud,Littoral,Afrique,0.5475,0.6075,2025-02,Positif,Neutre
20250503,2025-05-03,Militaire,BN,110,Rejet/opposition,3,1.98,2,2,-3.6,Malanville,11.8683,3.3836,matinlibre.com,TERRORISM;EDUCATION;RELIGION,Alassane Ouattara;Macky Sall,Banque Mondiale;ONU;Union Africaine,"Malanville, Benin","-3.6,0.0,3.6,3.6,0.06,640",https://www.bbc.com/img/default.jpg,20250503000000-matinlibre_com-BN-03499,Conflit verbal,1,1,4,1,Nord,Alibori,Benin,0.599,0.41,2025-05,Negatif,Neutre
20251207,2025-12-07,Militaire,FR,036,Critique politique,1,7.05,3,6,3.1,Porto-Novo,6.4969,2.6289,beninwebtv.com,PROTEST,Abdoulaye Bio Tchane,FMI;Banque Mondiale,"Porto-Novo, Benin","3.1,3.1,0.0,3.1,0.16,149",,20251207000000-beninwebtv_com-BN-03500,Cooperation verbale,0,0,18,0,Sud,Oueme,Benin,0.8525,0.5775,2025-12,Positif,Tres stabilisant
20251204,2025-12-04,Medias,NG,120,Menace,3,-2.72,18,5,-2.42,Ouidah,6.36,2.0852,bbc.com,,Thomas Boni Yayi,UNICEF,"Ouidah, Benin","-2.42,0.0,2.42,2.42,0.65,629",,20251204000000-bbc_com-BN-03501,Conflit verbal,1,1,90,0,Sud,Atlantique,International,0.364,0.4395,2025-12,Negatif,Leg. negatif
20250922,2025-09-22,Gouvernement,BN,180,Attaque,4,-4.59,4,2,-4.26,Abomey-Calavi,6.4484,2.3552,fraternite.bj,DIPLOMACY,Mahamadou Issoufou,OMS;UNICEF,"Abomey-Calavi, Benin","-4.26,0.0,4.26,4.26,0.11,340",,20250922000000-fraternite_bj-BN-03502,Conflit materiel,1,1,8,0,Sud,Atlantique,Benin,0.2705,0.3935,2025-09,Negatif,Destabilisant
20250104,2025-01-04,Diplomate,BN,010,Declaration publique,1,1.11,2,2,6.17,Porto-Novo,6.4969,2.6289,lanouvelletribune.bj,MILITARY;DIPLOMACY,,,"Porto-Novo, Benin","6.17,6.17,0.0,6.17,1.15,505",,20250104000000-lanouvelletribune_bj-BN-03503,Cooperation verbale,0,0,4,0,Sud,Oueme,Benin,0.5555,0.6542,2025-01,Tres positif,Neutre
20250618,2025-06-18,ONG,BN,140,Refus cooperation,3,1.13,14,4,-7.55,Parakou,9.337,2.6282,beninwebtv.com,DEMOCRACY;DEVELOPMENT;RELIGION,,ONU,"Parakou, Benin","-7.55,0.0,7.55,7.55,0.16,643",,20250618000000-beninwebtv_com-BN-03504,Conflit verbal,1,1,56,1,Nord,Borgou,Benin,0.5565,0.3112,2025-06,Tres negatif,Neutre
20251008,2025-10-08,Medias,GH,100,Demande,1,4.5,10,2,-0.54,Lokossa,6.6392,1.7153,bbc.com,POLITICAL_VIOLENCE;MILITARY;TERRORISM,Lionel Zinsou;Macky Sall,,"Lokossa, Benin","-0.54,0.0,0.54,0.54,1.34,525",,20251008000000-bbc_com-BN-03505,Cooperation verbale,0,1,20,0,Sud,Mono,International,0.725,0.4865,2025-10,Neutre,Stabilisant
20251017,2025-10-17,Parti politique,BN,180,Attaque,4,-4.93,4,2,-1.59,Ouidah,6.36,2.0852,beninwebtv.com,TERRORISM;PROTEST;DEVELOPMENT,Alassane Ouattara;Macky Sall,UNICEF;Banque Mondiale,"Ouidah, Benin","-1.59,0.0,1.59,1.59,0.13,604",,20251017000000-beninwebtv_com-BN-03506,Conflit materiel,1,1,8,0,Sud,Atlantique,Benin,0.2535,0.4602,2025-10,Neutre,Destabilisant
20250314,2025-03-14,Gouvernement,BN,050,Appel cooperation,1,0.7,4,4,1.39,Cotonou,6.3654,2.4183,apanews.net,POLITICAL_VIOLENCE;ECONOMY,Paul Biya;Lionel Zinsou,UNICEF;Gouvernement Beninois;ONU,"Cotonou, Benin","1.39,1.39,0.0,1.39,0.47,432",,20250314000000-apanews_net-BN-03507,Cooperation verbale,0,0,16,0,Sud,Littoral,Afrique,0.535,0.5348,2025-03,Neutre,Neutre
20250517,2025-05-17,Militaire,BN,130,Protestation,3,-4.93,1,2,-3.71,Porto-Novo,6.4969,2.6289,24haubenin.com,DEMOCRACY;RELIGION;ECONOMY,Abdoulaye Bio Tchane,UNICEF,"Porto-Novo, Benin","-3.71,0.0,3.71,3.71,0.96,729",,20250517000000-24haubenin_com-BN-03508,Conflit verbal,1,1,2,0,Sud,Oueme,Benin,0.2535,0.4072,2025-05,Negatif,Destabilisant
20251204,2025-12-04,Parti politique,BN,010,Declaration publique,1,-0.63,11,5,1.82,Porto-Novo,6.4969,2.6289,rfi.fr,EDUCATION;ELECTIONS,Lionel Zinsou;Patrice Talon,FMI;UNICEF,"Porto-Novo, Benin","1.82,1.82,0.0,1.82,0.94,307",https://www.rfi.fr/img/placeholder.jpg,20251204000000-rfi_fr-BN-03509,Cooperation verbale,0,0,55,0,Sud,Oueme,International,0.4685,0.5455,2025-12,Neutre,Leg. negatif
20250913,2025-09-13,Medias,BN,040,Consultation diplomatique,1,2.53,7,4,2.43,Cotonou,6.3654,2.4183,24haubenin.com,POLITICAL_VIOLENCE;ENVIRONMENT,,PNUD;OMS,"Cotonou, Benin","2.43,2.43,0.0,2.43,1.67,545",,20250913000000-24haubenin_com-BN-03510,Cooperation verbale,0,0,28,0,Sud,Littoral,Benin,0.6265,0.5608,2025-09,Positif,Neutre
20250521,2025-05-21,Parti politique,BN,010,Declaration publique,1,-5.94,7,10,1.08,Abomey-Calavi,6.4484,2.3552,lanouvelletribune.bj,RELIGION;CORRUPTION;DIPLOMACY;DEMOCRACY,Paul Biya,OMS;Gouvernement Beninois;Assemblee Nationale,"Abomey-Calavi, Benin","1.08,1.08,0.0,1.08,0.94,237",https://www.bbc.com/img/default.jpg,20250521000000-lanouvelletribune_bj-BN-03511,Cooperation verbale,0,0,70,0,Sud,Atlantique,Benin,0.203,0.527,2025-05,Neutre,Destabilisant
20250727,2025-07-27,ONG,NG,180,Attaque,4,-2.05,4,3,-3.73,Lokossa,6.6392,1.7153,fraternite.bj,ECONOMY;ELECTIONS;DEMOCRACY;POLITICAL_VIOLENCE,,Gouvernement Beninois;FMI;Union Africaine,"Lokossa, Benin","-3.73,0.0,3.73,3.73,0.24,72",,20250727000000-fraternite_bj-BN-03512,Conflit materiel,1,1,12,0,Sud,Mono,Benin,0.3975,0.4068,2025-07,Negatif,Leg. negatif
20250917,2025-09-17,Parti politique,BN,130,Protestation,3,-6.85,5,9,-2.57,Porto-Novo,6.4969,2.6289,matinlibre.com,,,,"Porto-Novo, Benin","-2.57,0.0,2.57,2.57,1.18,111",https://www.bbc.com/img/default.jpg,20250917000000-matinlibre_com-BN-03513,Conflit verbal,1,1,45,0,Sud,Oueme,Benin,0.1575,0.4358,2025-09,Negatif,Destabilisant
20250920,2025-09-20,Medias,BN,130,Protestation,3,-2.81,10,10,-1.95,Natitingou,10.3081,1.3784,rfi.fr,,Thomas Boni Yayi;Paul Biya,UNICEF;Union Africaine;Gouvernement Beninois,"Natitingou, Benin","-1.95,0.0,1.95,1.95,1.17,432",https://www.bbc.com/img/default.jpg,20250920000000-rfi_fr-BN-03514,Conflit verbal,1,1,100,1,Nord,Atacora,International,0.3595,0.4512,2025-09,Neutre,Leg. negatif
20250928,2025-09-28,Gouvernement,BN,145,Manifestation/revolte,4,-1.34,2,1,-8.21,Abomey-Calavi,6.4484,2.3552,lanouvelletribune.bj,DEVELOPMENT;ENVIRONMENT;TERRORISM,Abdoulaye Bio Tchane;Macky Sall,CEDEAO;FMI,"Abomey-Calavi, Benin","-8.21,0.0,8.21,8.21,1.41,541",,20250928000000-lanouvelletribune_bj-BN-03515,Conflit materiel,1,1,2,0,Sud,Atlantique,Benin,0.433,0.2947,2025-09,Tres negatif,Leg. negatif
20250207,2025-02-07,Diplomate,BN,010,Declaration publique,1,0.23,3,7,-1.99,Porto-Novo,6.4969,2.6289,lanouvelletribune.bj,EDUCATION;TERRORISM;ELECTIONS;DIPLOMACY,Patrice Talon;Alassane Ouattara,Gouvernement Beninois;UNICEF;PNUD,"Porto-Novo, Benin","-1.99,0.0,1.99,1.99,0.13,769",,20250207000000-lanouvelletribune_bj-BN-03516,Cooperation verbale,0,1,21,0,Sud,Oueme,Benin,0.5115,0.4502,2025-02,Neutre,Neutre
20250722,2025-07-22,Gouvernement,BN,040,Consultation diplomatique,1,2.97,2,5,0.95,Cotonou,6.3654,2.4183,apanews.net,DEMOCRACY;POLITICAL_VIOLENCE,,,"Cotonou, Benin","0.95,0.95,0.0,0.95,1.86,506",,20250722000000-apanews_net-BN-03517,Cooperation verbale,0,0,10,0,Sud,Littoral,Afrique,0.6485,0.5237,2025-07,Neutre,Neutre
20250812,2025-08-12,Parti politique,BN,010,Declaration publique,1,4.54,9,5,1.18,Bohicon,7.1824,2.066,apanews.net,,Thomas Boni Yayi,Gouvernement Beninois,"Bohicon, Benin","1.18,1.18,0.0,1.18,1.74,241",,20250812000000-apanews_net-BN-03518,Cooperation verbale,0,0,45,0,Centre,Zou,Afrique,0.727,0.5295,2025-08,Neutre,Stabilisant
20251213,2025-12-13,Parti politique,BN,036,Critique politique,1,2.54,7,1,3.19,Lokossa,6.6392,1.7153,24haubenin.com,HEALTH;RELIGION,Paul Biya;Thomas Boni Yayi,,"Lokossa, Benin","3.19,3.19,0.0,3.19,1.21,586",,20251213000000-24haubenin_com-BN-03519,Cooperation verbale,0,0,7,0,Sud,Mono,Benin,0.627,0.5798,2025-12,Positif,Neutre
20250221,2025-02-21,Militaire,BN,036,Critique politique,1,1.99,10,2,2.16,Bohicon,7.1824,2.066,beninwebtv.com,TERRORISM;EDUCATION;DEVELOPMENT;CORRUPTION,Abdoulaye Bio Tchane,PNUD;Union Africaine;Gouvernement Beninois,"Bohicon, Benin","2.16,2.16,0.0,2.16,1.44,605",,20250221000000-beninwebtv_com-BN-03520,Cooperation verbale,0,0,20,0,Centre,Zou,Benin,0.5995,0.554,2025-02,Positif,Neutre
20250322,2025-03-22,Parti politique,BN,050,Appel cooperation,1,0.86,6,1,-5.73,Cotonou,6.3654,2.4183,matinlibre.com,,Patrice Talon;Macky Sall,PNUD,"Cotonou, Benin","-5.73,0.0,5.73,5.73,0.66,721",,20250322000000-matinlibre_com-BN-03521,Cooperation verbale,0,1,6,0,Sud,Littoral,Benin,0.543,0.3568,2025-03,Tres negatif,Neutre
20251222,2025-12-22,Militaire,BN,036,Critique politique,1,-0.64,7,4,-0.77,Cotonou,6.3654,2.4183,lanouvelletribune.bj,CORRUPTION,Thomas Boni Yayi;Lionel Zinsou,,"Cotonou, Benin","-0.77,0.0,0.77,0.77,0.7,591",https://www.rfi.fr/img/placeholder.jpg,20251222000000-lanouvelletribune_bj-BN-03522,Cooperation verbale,0,1,28,0,Sud,Littoral,Benin,0.468,0.4808,2025-12,Neutre,Leg. negatif
20250730,2025-07-30,Gouvernement,BN,010,Declaration publique,1,1.05,9,1,0.89,Cotonou,6.3654,2.4183,apanews.net,,Mahamadou Issoufou;Abdoulaye Bio Tchane,,"Cotonou, Benin","0.89,0.89,0.0,0.89,0.74,56",,20250730000000-apanews_net-BN-03523,Cooperation verbale,0,0,9,0,Sud,Littoral,Afrique,0.5525,0.5222,2025-07,Neutre,Neutre
20250107,2025-01-07,Parti politique,NG,020,Appel action,1,2.21,5,1,0.17,Parakou,9.337,2.6282,lanouvelletribune.bj,DIPLOMACY,Thomas Boni Yayi;Mahamadou Issoufou,ONU;CEDEAO,"Parakou, Benin","0.17,0.17,0.0,0.17,0.25,128",,20250107000000-lanouvelletribune_bj-BN-03524,Cooperation verbale,0,0,5,1,Nord,Borgou,Benin,0.6105,0.5043,2025-01,Neutre,Neutre
20251229,2025-12-29,ONG,TG,020,Appel action,1,1.95,14,2,1.29,Natitingou,10.3081,1.3784,rfi.fr,ELECTIONS,,,"Natitingou, Benin","1.29,1.29,0.0,1.29,1.38,554",https://www.rfi.fr/img/placeholder.jpg,20251229000000-rfi_fr-BN-03525,Cooperation verbale,0,0,28,1,Nord,Atacora,International,0.5975,0.5322,2025-12,Neutre,Neutre
20250214,2025-02-14,Parti politique,BN,180,Attaque,4,-4.41,6,4,-0.86,Cotonou,6.3654,2.4183,apanews.net,RELIGION;DEVELOPMENT,,FMI,"Cotonou, Benin","-0.86,0.0,0.86,0.86,1.36,627",,20250214000000-apanews_net-BN-03526,Conflit materiel,1,1,24,0,Sud,Littoral,Afrique,0.2795,0.4785,2025-02,Neutre,Destabilisant
20251111,2025-11-11,Gouvernement,NG,110,Rejet/opposition,3,-5.24,7,4,-7.66,Lokossa,6.6392,1.7153,fraternite.bj,ENVIRONMENT;CORRUPTION;PROTEST;MILITARY,Alassane Ouattara;Thomas Boni Yayi,,"Lokossa, Benin","-7.66,0.0,7.66,7.66,0.21,209",https://www.rfi.fr/img/placeholder.jpg,20251111000000-fraternite_bj-BN-03527,Conflit verbal,1,1,28,0,Sud,Mono,Benin,0.238,0.3085,2025-11,Tres negatif,Destabilisant
20251004,2025-10-04,Gouvernement,GH,170,Coercition,4,-3.16,7,7,-10.42,Parakou,9.337,2.6282,apanews.net,ELECTIONS,,OMS,"Parakou, Benin","-10.42,0.0,10.42,10.42,0.25,667",https://www.bbc.com/img/default.jpg,20251004000000-apanews_net-BN-03528,Conflit materiel,1,1,49,1,Nord,Borgou,Afrique,0.342,0.2395,2025-10,Tres negatif,Destabilisant
20250916,2025-09-16,Medias,TG,050,Appel cooperation,1,3.19,10,3,4.71,Bohicon,7.1824,2.066,lanouvelletribune.bj,HUMAN_RIGHTS;ENVIRONMENT;EDUCATION;ECONOMY,,ONU;CEDEAO,"Bohicon, Benin","4.71,4.71,0.0,4.71,1.8,498",https://www.rfi.fr/img/placeholder.jpg,20250916000000-lanouvelletribune_bj-BN-03529,Cooperation verbale,0,0,30,0,Centre,Zou,Benin,0.6595,0.6178,2025-09,Positif,Stabilisant
20250522,2025-05-22,Gouvernement,BN,036,Critique politique,1,3.7,3,6,1.4,Djougou,9.7082,1.6599,24haubenin.com,HUMAN_RIGHTS;HEALTH,Abdoulaye Bio Tchane,Union Africaine,"Djougou, Benin","1.4,1.4,0.0,1.4,1.72,616",,20250522000000-24haubenin_com-BN-03530,Cooperation verbale,0,0,18,1,Nord,Donga,Benin,0.685,0.535,2025-05,Neutre,Stabilisant
20250915,2025-09-15,ONG,FR,120,Menace,3,-2.0,2,6,-4.63,Cotonou,6.3654,2.4183,24haubenin.com,HEALTH,,ONU,"Cotonou, Benin","-4.63,0.0,4.63,4.63,0.41,239",,20250915000000-24haubenin_com-BN-03531,Conflit verbal,1,1,12,0,Sud,Littoral,Benin,0.4,0.3843,2025-09,Negatif,Leg. negatif
20251012,2025-10-12,ONG,NG,040,Consultation diplomatique,1,5.33,5,8,2.85,Ouidah,6.36,2.0852,apanews.net,MILITARY;HEALTH;ECONOMY;CORRUPTION,Patrice Talon;Alassane Ouattara,Union Africaine;PNUD,"Ouidah, Benin","2.85,2.85,0.0,2.85,1.13,337",,20251012000000-apanews_net-BN-03532,Cooperation verbale,0,0,40,0,Sud,Atlantique,Afrique,0.7665,0.5712,2025-10,Positif,Stabilisant
20250206,2025-02-06,Syndicat,BN,036,Critique politique,1,2.81,1,7,5.22,Cotonou,6.3654,2.4183,bbc.com,ENVIRONMENT,Mahamadou Issoufou;Macky Sall,UNICEF,"Cotonou, Benin","5.22,5.22,0.0,5.22,0.0,464",,20250206000000-bbc_com-BN-03533,Cooperation verbale,0,0,7,0,Sud,Littoral,International,0.6405,0.6305,2025-02,Tres positif,Neutre
20250214,2025-02-14,Medias,BN,036,Critique politique,1,4.76,4,3,3.48,Porto-Novo,6.4969,2.6289,beninwebtv.com,,Mahamadou Issoufou,Union Africaine,"Porto-Novo, Benin","3.48,3.48,0.0,3.48,0.03,534",,20250214000000-beninwebtv_com-BN-03534,Cooperation verbale,0,0,12,0,Sud,Oueme,Benin,0.738,0.587,2025-02,Positif,Stabilisant
20250430,2025-04-30,Gouvernement,BN,020,Appel action,1,-3.33,6,8,6.97,Lokossa,6.6392,1.7153,beninwebtv.com,DEVELOPMENT,,Union Africaine;ONU,"Lokossa, Benin","6.97,6.97,0.0,6.97,1.26,286",https://www.rfi.fr/img/placeholder.jpg,20250430000000-beninwebtv_com-BN-03535,Cooperation verbale,0,0,48,0,Sud,Mono,Benin,0.3335,0.6742,2025-04,Tres positif,Destabilisant
20250215,2025-02-15,Gouvernement,NG,036,Critique politique,1,3.88,4,2,3.54,Ouidah,6.36,2.0852,fraternite.bj,HEALTH;POLITICAL_VIOLENCE;EDUCATION;HUMAN_RIGHTS,,FMI;PNUD;Gouvernement Beninois,"Ouidah, Benin","3.54,3.54,0.0,3.54,1.44,401",https://www.rfi.fr/img/placeholder.jpg,20250215000000-fraternite_bj-BN-03536,Cooperation verbale,0,0,8,0,Sud,Atlantique,Benin,0.694,0.5885,2025-02,Positif,Stabilisant
20250520,2025-05-20,Medias,BN,040,Consultation diplomatique,1,3.17,17,1,-2.24,Parakou,9.337,2.6282,rfi.fr,,Thomas Boni Yayi,Assemblee Nationale,"Parakou, Benin","-2.24,0.0,2.24,2.24,1.91,174",,20250520000000-rfi_fr-BN-03537,Cooperation verbale,0,1,17,1,Nord,Borgou,International,0.6585,0.444,2025-05,Negatif,Stabilisant
20250222,2025-02-22,Gouvernement,BN,100,Demande,1,3.07,15,5,5.16,Abomey-Calavi,6.4484,2.3552,beninwebtv.com,,Abdoulaye Bio Tchane,Gouvernement Beninois;FMI,"Abomey-Calavi, Benin","5.16,5.16,0.0,5.16,0.56,337",https://www.bbc.com/img/default.jpg,20250222000000-beninwebtv_com-BN-03538,Cooperation verbale,0,0,75,0,Sud,Atlantique,Benin,0.6535,0.629,2025-02,Tres positif,Stabilisant
20251028,2025-10-28,Gouvernement,BN,010,Declaration publique,1,3.23,10,2,4.1,Bohicon,7.1824,2.066,beninwebtv.com,ELECTIONS;ENVIRONMENT;PROTEST,Macky Sall;Thomas Boni Yayi,Gouvernement Beninois;PNUD;Banque Mondiale,"Bohicon, Benin","4.1,4.1,0.0,4.1,1.24,404",https://www.bbc.com/img/default.jpg,20251028000000-beninwebtv_com-BN-03539,Cooperation verbale,0,0,20,0,Centre,Zou,Benin,0.6615,0.6025,2025-10,Positif,Stabilisant
20251015,2025-10-15,Parti politique,BN,036,Critique politique,1,1.04,6,1,4.05,Lokossa,6.6392,1.7153,fraternite.bj,DEVELOPMENT,Mahamadou Issoufou,,"Lokossa, Benin","4.05,4.05,0.0,4.05,1.69,430",,20251015000000-fraternite_bj-BN-03540,Cooperation verbale,0,0,6,0,Sud,Mono,Benin,0.552,0.6013,2025-10,Positif,Neutre
20251001,2025-10-01,Police,BN,130,Protestation,3,-8.72,2,3,-2.4,Cotonou,6.3654,2.4183,beninwebtv.com,PROTEST,Mahamadou Issoufou;Thomas Boni Yayi,CEDEAO,"Cotonou, Benin","-2.4,0.0,2.4,2.4,1.15,526",https://www.rfi.fr/img/placeholder.jpg,20251001000000-beninwebtv_com-BN-03541,Conflit verbal,1,1,6,0,Sud,Littoral,Benin,0.064,0.44,2025-10,Negatif,Tres destabilisant
20250926,2025-09-26,Parti politique,BN,020,Appel action,1,5.56,18,5,4.53,Kandi,11.1342,2.9394,bbc.com,ENVIRONMENT;POLITICAL_VIOLENCE,Paul Biya,PNUD,"Kandi, Benin","4.53,4.53,0.0,4.53,0.26,619",,20250926000000-bbc_com-BN-03542,Cooperation verbale,0,0,90,1,Nord,Alibori,International,0.778,0.6133,2025-09,Positif,Stabilisant
20251006,2025-10-06,Medias,US,040,Consultation diplomatique,1,-1.76,4,4,4.27,Parakou,9.337,2.6282,beninwebtv.com,DEVELOPMENT;ELECTIONS,Mahamadou Issoufou;Thomas Boni Yayi,Assemblee Nationale;Union Africaine,"Parakou, Benin","4.27,4.27,0.0,4.27,1.73,462",,20251006000000-beninwebtv_com-BN-03543,Cooperation verbale,0,0,16,1,Nord,Borgou,Benin,0.412,0.6068,2025-10,Positif,Leg. negatif
20250303,2025-03-03,Parti politique,BN,130,Protestation,3,-1.4,6,3,-7.25,Porto-Novo,6.4969,2.6289,beninwebtv.com,CORRUPTION,,ONU;FMI,"Porto-Novo, Benin","-7.25,0.0,7.25,7.25,0.87,725",,20250303000000-beninwebtv_com-BN-03544,Conflit verbal,1,1,18,0,Sud,Oueme,Benin,0.43,0.3188,2025-03,Tres negatif,Leg. negatif
20250223,2025-02-23,Diplomate,BN,020,Appel action,1,1.74,14,4,3.57,Porto-Novo,6.4969,2.6289,bbc.com,ENVIRONMENT,Macky Sall,CEDEAO;Banque Mondiale;Assemblee Nationale,"Porto-Novo, Benin","3.57,3.57,0.0,3.57,0.17,541",,20250223000000-bbc_com-BN-03545,Cooperation verbale,0,0,56,0,Sud,Oueme,International,0.587,0.5893,2025-02,Positif,Neutre
20250310,2025-03-10,Parti politique,BN,010,Declaration publique,1,0.68,10,2,2.53,Parakou,9.337,2.6282,rfi.fr,DIPLOMACY;RELIGION,Macky Sall,Banque Mondiale,"Parakou, Benin","2.53,2.53,0.0,2.53,0.32,641",https://www.rfi.fr/img/placeholder.jpg,20250310000000-rfi_fr-BN-03546,Cooperation verbale,0,0,20,1,Nord,Borgou,International,0.534,0.5632,2025-03,Positif,Neutre
20250830,2025-08-30,Syndicat,US,060,Cooperation materielle,2,-0.42,2,3,1.82,Djougou,9.7082,1.6599,apanews.net,EDUCATION;ECONOMY;ENVIRONMENT,Alassane Ouattara;Paul Biya,Union Africaine;ONU,"Djougou, Benin","1.82,1.82,0.0,1.82,1.05,99",https://www.rfi.fr/img/placeholder.jpg,20250830000000-apanews_net-BN-03547,Cooperation materielle,0,0,6,1,Nord,Donga,Afrique,0.479,0.5455,2025-08,Neutre,Leg. negatif
20250927,2025-09-27,Medias,BN,036,Critique politique,1,2.76,4,5,1.59,Parakou,9.337,2.6282,rfi.fr,ELECTIONS,Paul Biya;Patrice Talon,,"Parakou, Benin","1.59,1.59,0.0,1.59,0.62,80",,20250927000000-rfi_fr-BN-03548,Cooperation verbale,0,0,20,1,Nord,Borgou,International,0.638,0.5397,2025-09,Neutre,Neutre
20250909,2025-09-09,Gouvernement,NG,070,Aide/assistance,2,5.17,3,2,-2.96,Djougou,9.7082,1.6599,apanews.net,EDUCATION;HUMAN_RIGHTS;ENVIRONMENT;MILITARY,Lionel Zinsou;Mahamadou Issoufou,OMS;Gouvernement Beninois,"Djougou, Benin","-2.96,0.0,2.96,2.96,0.7,167",,20250909000000-apanews_net-BN-03549,Cooperation materielle,0,1,6,1,Nord,Donga,Afrique,0.7585,0.426,2025-09,Negatif,Stabilisant
20251220,2025-12-20,Gouvernement,BN,120,Menace,3,-7.1,16,1,-1.65,Cotonou,6.3654,2.4183,bbc.com,EDUCATION,,UNICEF;Union Africaine,"Cotonou, Benin","-1.65,0.0,1.65,1.65,0.62,761",,20251220000000-bbc_com-BN-03550,Conflit verbal,1,1,16,0,Sud,Littoral,International,0.145,0.4588,2025-12,Neutre,Tres destabilisant
20251011,2025-10-11,Parti politique,BN,020,Appel action,1,3.33,11,2,3.74,Bohicon,7.1824,2.066,24haubenin.com,,,CEDEAO;Assemblee Nationale;Banque Mondiale,"Bohicon, Benin","3.74,3.74,0.0,3.74,1.32,159",,20251011000000-24haubenin_com-BN-03551,Cooperation verbale,0,0,22,0,Centre,Zou,Benin,0.6665,0.5935,2025-10,Positif,Stabilisant
20251217,2025-12-17,Parti politique,BN,070,Aide/assistance,2,1.98,3,6,-0.26,Kandi,11.1342,2.9394,24haubenin.com,DEVELOPMENT;DIPLOMACY;PROTEST;RELIGION,,,"Kandi, Benin","-0.26,0.0,0.26,0.26,1.32,232",,20251217000000-24haubenin_com-BN-03552,Cooperation materielle,0,1,18,1,Nord,Alibori,Benin,0.599,0.4935,2025-12,Neutre,Neutre
