SQLDATE,date,Actor1Name,Actor1CountryCode,EventCode,EventLabel,QuadClass,GoldsteinScale,NumMentions,NumArticles,AvgTone,ActionGeo_FullName,ActionGeo_Lat,ActionGeo_Long,SourceDomain,GKG_Themes,GKG_Persons,GKG_Organizations,GKG_Locations,GKG_V2Tone,GKG_SharingImage,GKG_DocId,QuadLabel,IsConflict,IsNegative,MediaWeight,IsNorthBenin,ZoneBenin,DepartementBenin,SourceRegion,GoldsteinNorm,ToneNorm,month,ToneCategory,GoldsteinBin,cluster_kmeans,PCA1,PCA2,cluster_dbscan,proba_conflict
20250815,2025-08-15,Medias,BN,40,Consultation diplomatique,1,4.0,13,5,0.8,Parakou,9.337,2.6282,apanews.net,POLITICAL_VIOLENCE,Thomas Boni Yayi,UNICEF,"Parakou, Benin","0.8,0.8,0.0,0.8,0.61,703",,20250815000000-apanews_net-BN-02839,Cooperation verbale,0,0,65,1,Nord,Borgou,Afrique,0.7,0.52,2025-08,Neutre,Stabilisant,0,1.3634005466135615,1.019757571483241,0,2.4563873e-05
20250111,2025-01-11,Gouvernement,BN,40,Consultation diplomatique,1,3.83,10,7,4.82,Lokossa,6.6392,1.7153,bbc.com,,Paul Biya,PNUD,"Lokossa, Benin","4.82,4.82,0.0,4.82,0.5,713",,20250111000000-bbc_com-BN-02840,Cooperation verbale,0,0,70,0,Sud,Mono,International,0.6915,0.6205,2025-01,Positif,Stabilisant,0,1.5330560374995206,1.7192559905688947,0,1.0331756e-05
20250722,2025-07-22,ONG,BN,110,Rejet/opposition,3,-3.47,12,7,-8.74,Parakou,9.337,2.6282,matinlibre.com,EDUCATION;HEALTH;POLITICAL_VIOLENCE;RELIGION,Thomas Boni Yayi;Lionel Zinsou,,"Parakou, Benin","-8.74,0.0,8.74,8.74,0.32,634",,20250722000000-matinlibre_com-BN-02841,Conflit verbal,1,1,84,1,Nord,Borgou,Benin,0.3265,0.2815,2025-07,Tres negatif,Destabilisant,1,2.267541295958636,-2.3202708466443656,-1,0.9999802
20250721,2025-07-21,ONG,GH,145,Manifestation/revolte,4,-5.89,9,1,-3.13,Ouidah,6.36,2.0852,fraternite.bj,HUMAN_RIGHTS,,Banque Mondiale,"Ouidah, Benin","-3.13,0.0,3.13,3.13,0.7,180",https://www.rfi.fr/img/placeholder.jpg,20250721000000-fraternite_bj-BN-02842,Conflit materiel,1,1,9,0,Sud,Atlantique,Benin,0.2055,0.4218,2025-07,Negatif,Destabilisant,1,-0.8753656258832615,-1.941456281439135,0,0.9997439
20250408,2025-04-08,Gouvernement,BN,170,Coercition,4,-2.69,8,4,-2.08,Cotonou,6.3654,2.4183,beninwebtv.com,ENVIRONMENT;DIPLOMACY,Alassane Ouattara,ONU;Banque Mondiale;OMS,"Cotonou, Benin","-2.08,0.0,2.08,2.08,1.52,492",,20250408000000-beninwebtv_com-BN-02843,Conflit materiel,1,1,32,0,Sud,Littoral,Benin,0.3655,0.448,2025-04,Negatif,Leg. negatif,1,0.06366258653200825,-1.0333408028415563,0,0.9964702
20250426,2025-04-26,Gouvernement,BN,70,Aide/assistance,2,2.05,13,1,5.24,Cotonou,6.3654,2.4183,bbc.com,CORRUPTION;DEMOCRACY;MILITARY;ECONOMY,,PNUD;Gouvernement Beninois,"Cotonou, Benin","5.24,5.24,0.0,5.24,1.45,152",,20250426000000-bbc_com-BN-02844,Cooperation materielle,0,0,13,0,Sud,Littoral,International,0.6025,0.631,2025-04,Tres positif,Neutre,0,-0.5825987949755679,1.347755130483113,0,0.00015926399
20251008,2025-10-08,Gouvernement,GH,40,Consultation diplomatique,1,5.09,3,4,2.12,Lokossa,6.6392,1.7153,apanews.net,ENVIRONMENT;PROTEST;DEMOCRACY,,Gouvernement Beninois;ONU;PNUD,"Lokossa, Benin","2.12,2.12,0.0,2.12,1.04,760",,20251008000000-apanews_net-BN-02845,Cooperation verbale,0,0,12,0,Sud,Mono,Afrique,0.7545,0.553,2025-10,Positif,Stabilisant,0,-1.022643854380264,1.3261888117052916,0,2.052851e-05
20251215,2025-12-15,Parti politique,BN,120,Menace,3,-5.61,3,14,-0.06,Abomey-Calavi,6.4484,2.3552,bbc.com,ECONOMY;MILITARY,,Assemblee Nationale;FMI,"Abomey-Calavi, Benin","-0.06,0.0,0.06,0.06,0.73,76",https://www.rfi.fr/img/placeholder.jpg,20251215000000-bbc_com-BN-02846,Conflit verbal,1,1,42,0,Sud,Atlantique,International,0.2195,0.4985,2025-12,Neutre,Destabilisant,1,1.7428538445205177,-1.2691357121808033,-1,0.9982146
20250820,2025-08-20,Medias,BN,36,Critique politique,1,2.4,5,2,0.59,Ouidah,6.36,2.0852,matinlibre.com,,Lionel Zinsou,,"Ouidah, Benin","0.59,0.59,0.0,0.59,0.82,275",https://www.bbc.com/img/default.jpg,20250820000000-matinlibre_com-BN-02847,Cooperation verbale,0,0,10,0,Sud,Atlantique,Benin,0.62,0.5148,2025-08,Neutre,Neutre,0,-1.203821381283631,0.4785521123012302,0,0.00218632
20250421,2025-04-21,Gouvernement,BN,70,Aide/assistance,2,-0.47,8,1,-3.02,Abomey,7.1856,1.9861,apanews.net,MILITARY;DEVELOPMENT;HEALTH;POLITICAL_VIOLENCE,,OMS,"Abomey, Benin","-3.02,0.0,3.02,3.02,1.07,118",,20250421000000-apanews_net-BN-02848,Cooperation materielle,0,1,8,0,Centre,Zou,Afrique,0.4765,0.4245,2025-04,Negatif,Leg. negatif,1,-1.0742290609254566,-0.7819074395813503,0,0.379084
20251218,2025-12-18,Parti politique,US,40,Consultation diplomatique,1,2.68,9,4,3.44,Cotonou,6.3654,2.4183,fraternite.bj,,,ONU;Gouvernement Beninois,"Cotonou, Benin","3.44,3.44,0.0,3.44,1.57,788",,20251218000000-fraternite_bj-BN-02849,Cooperation verbale,0,0,36,0,Sud,Littoral,Benin,0.634,0.586,2025-12,Positif,Neutre,0,0.12525124999548956,1.1504762972148421,0,0.0016453508
20250112,2025-01-12,ONG,BN,100,Demande,1,1.91,6,2,2.61,Parakou,9.337,2.6282,matinlibre.com,POLITICAL_VIOLENCE;ECONOMY;DEVELOPMENT,,OMS;Banque Mondiale,"Parakou, Benin","2.61,2.61,0.0,2.61,1.26,494",,20250112000000-matinlibre_com-BN-02850,Cooperation verbale,0,0,12,1,Nord,Borgou,Benin,0.5955,0.5652,2025-01,Positif,Neutre,0,-1.0720316470607751,0.7626925712574031,0,0.00079284125
20250121,2025-01-21,Gouvernement,BN,36,Critique politique,1,1.74,5,3,4.22,Porto-Novo,6.4969,2.6289,beninwebtv.com,ECONOMY;DEVELOPMENT;DEMOCRACY,Patrice Talon;Paul Biya,UNICEF;PNUD;Banque Mondiale,"Porto-Novo, Benin","4.22,4.22,0.0,4.22,0.94,267",,20250121000000-beninwebtv_com-BN-02851,Cooperation verbale,0,0,15,0,Sud,Oueme,Benin,0.587,0.6055,2025-01,Positif,Neutre,0,-0.9223609767386187,1.025692354104124,0,0.0001370455
20250507,2025-05-07,Institution internationale,BN,20,Appel action,1,3.69,3,4,2.01,Abomey-Calavi,6.4484,2.3552,24haubenin.com,TERRORISM,Thomas Boni Yayi,,"Abomey-Calavi, Benin","2.01,2.01,0.0,2.01,0.21,672",https://www.rfi.fr/img/placeholder.jpg,20250507000000-24haubenin_com-BN-02852,Cooperation verbale,0,0,12,0,Sud,Atlantique,Benin,0.6845,0.5502,2025-05,Positif,Stabilisant,0,-1.0015778641302693,1.0081589897882417,0,3.1987758e-05
20251012,2025-10-12,Syndicat,BN,145,Manifestation/revolte,4,-5.25,7,7,-6.59,Kandi,11.1342,2.9394,matinlibre.com,DEMOCRACY,,,"Kandi, Benin","-6.59,0.0,6.59,6.59,1.92,602",,20251012000000-matinlibre_com-BN-02853,Conflit materiel,1,1,49,1,Nord,Alibori,Benin,0.2375,0.3352,2025-10,Tres negatif,Destabilisant,1,0.9999293199946705,-2.392271129767096,0,0.99996316
20250501,2025-05-01,ONG,BN,10,Declaration publique,1,4.8,8,2,-0.55,Cotonou,6.3654,2.4183,apanews.net,EDUCATION;DIPLOMACY;ECONOMY;DEVELOPMENT,Mahamadou Issoufou;Paul Biya,,"Cotonou, Benin","-0.55,0.0,0.55,0.55,0.51,301",,20250501000000-apanews_net-BN-02854,Cooperation verbale,0,1,16,0,Sud,Littoral,Afrique,0.74,0.4862,2025-05,Neutre,Stabilisant,0,-0.800200119829666,0.811593072435726,0,0.00024995167
20250504,2025-05-04,Syndicat,BN,60,Cooperation materielle,2,0.48,3,4,-0.92,Parakou,9.337,2.6282,beninwebtv.com,,Paul Biya;Macky Sall,UNICEF,"Parakou, Benin","-0.92,0.0,0.92,0.92,0.22,349",,20250504000000-beninwebtv_com-BN-02855,Cooperation materielle,0,1,12,1,Nord,Borgou,Benin,0.524,0.477,2025-05,Neutre,Neutre,0,-0.9296024978744971,-0.21902351585340224,0,0.12221278
20250202,2025-02-02,Medias,BN,36,Critique politique,1,4.73,6,3,1.34,Bohicon,7.1824,2.066,bbc.com,ECONOMY;DIPLOMACY;EDUCATION;POLITICAL_VIOLENCE,Macky Sall,ONU;OMS,"Bohicon, Benin","1.34,1.34,0.0,1.34,0.68,689",https://www.rfi.fr/img/placeholder.jpg,20250202000000-bbc_com-BN-02856,Cooperation verbale,0,0,18,0,Centre,Zou,International,0.7365,0.5335,2025-02,Neutre,Stabilisant,0,-0.7746384746544308,1.1370375415531697,0,2.7220169e-05
20250619,2025-06-19,Parti politique,BN,10,Declaration publique,1,-1.19,4,3,1.06,Cotonou,6.3654,2.4183,lanouvelletribune.bj,,Alassane Ouattara,UNICEF,"Cotonou, Benin","1.06,1.06,0.0,1.06,1.64,287",https://www.bbc.com/img/default.jpg,20250619000000-lanouvelletribune_bj-BN-02857,Cooperation verbale,0,0,12,0,Sud,Littoral,Benin,0.4405,0.5265,2025-06,Neutre,Leg. negatif,0,-1.0174130222623714,-0.1989408835986166,0,0.3561285
20250318,2025-03-18,Militaire,BN,10,Declaration publique,1,2.61,8,6,1.31,Kandi,11.1342,2.9394,matinlibre.com,PROTEST,Patrice Talon;Paul Biya,OMS;Gouvernement Beninois,"Kandi, Benin","1.31,1.31,0.0,1.31,0.53,614",https://www.rfi.fr/img/placeholder.jpg,20250318000000-matinlibre_com-BN-02858,Cooperation verbale,0,0,48,1,Nord,Alibori,Benin,0.6305,0.5327,2025-03,Neutre,Neutre,0,0.7005716832388097,0.7528804916041845,0,0.005050307
20251024,2025-10-24,Gouvernement,GH,20,Appel action,1,3.22,8,5,1.55,Abomey-Calavi,6.4484,2.3552,fraternite.bj,RELIGION;DIPLOMACY;CORRUPTION;TERRORISM,,FMI,"Abomey-Calavi, Benin","1.55,1.55,0.0,1.55,0.4,335",,20251024000000-fraternite_bj-BN-02859,Cooperation verbale,0,0,40,0,Sud,Atlantique,Benin,0.661,0.5388,2025-10,Neutre,Stabilisant,0,0.31819894151434214,0.9130014670992684,0,5.4723387e-05
20251126,2025-11-26,Militaire,BN,140,Refus cooperation,3,-1.8,10,2,-0.98,Djougou,9.7082,1.6599,matinlibre.com,ECONOMY,Patrice Talon,Union Africaine,"Djougou, Benin","-0.98,0.0,0.98,0.98,1.79,267",https://www.bbc.com/img/default.jpg,20251126000000-matinlibre_com-BN-02860,Conflit verbal,1,1,20,1,Nord,Donga,Benin,0.41,0.4755,2025-11,Neutre,Leg. negatif,1,-0.4165127518652562,-0.6444380552811418,0,0.6013584
20250304,2025-03-04,Gouvernement,BN,36,Critique politique,1,2.56,4,5,0.44,Porto-Novo,6.4969,2.6289,24haubenin.com,EDUCATION;DEVELOPMENT,Alassane Ouattara,CEDEAO;PNUD;OMS,"Porto-Novo, Benin","0.44,0.44,0.0,0.44,0.25,511",,20250304000000-24haubenin_com-BN-02861,Cooperation verbale,0,0,20,0,Sud,Oueme,Benin,0.628,0.511,2025-03,Neutre,Neutre,0,-0.5022590374102608,0.5004931528617977,0,0.00047309455
20250927,2025-09-27,Parti politique,BN,170,Coercition,4,-6.06,8,2,-5.0,Cotonou,6.3654,2.4183,24haubenin.com,DIPLOMACY,,PNUD,"Cotonou, Benin","-5.0,0.0,5.0,5.0,1.25,188",https://www.rfi.fr/img/placeholder.jpg,20250927000000-24haubenin_com-BN-02862,Conflit materiel,1,1,16,0,Sud,Littoral,Benin,0.197,0.375,2025-09,Negatif,Destabilisant,1,-0.605066827022893,-2.3226715581894375,0,0.99995255
20250804,2025-08-04,Militaire,GH,70,Aide/assistance,2,2.9,5,2,3.19,Parakou,9.337,2.6282,bbc.com,TERRORISM;PROTEST,Mahamadou Issoufou,Assemblee Nationale;OMS;CEDEAO,"Parakou, Benin","3.19,3.19,0.0,3.19,0.98,280",,20250804000000-bbc_com-BN-02863,Cooperation materielle,0,0,10,1,Nord,Borgou,International,0.645,0.5798,2025-08,Positif,Neutre,0,-1.2340334763720402,1.069388992939818,0,0.00020648762
20250709,2025-07-09,Parti politique,BN,50,Appel cooperation,1,2.5,9,5,4.78,Cotonou,6.3654,2.4183,bbc.com,,Patrice Talon,Banque Mondiale,"Cotonou, Benin","4.78,4.78,0.0,4.78,0.2,90",,20250709000000-bbc_com-BN-02864,Cooperation verbale,0,0,45,0,Sud,Littoral,International,0.625,0.6195,2025-07,Positif,Neutre,0,0.5098576894831287,1.3782489310067074,0,0.00021097435
20250316,2025-03-16,Gouvernement,BN,70,Aide/assistance,2,6.43,5,9,10.04,Djougou,9.7082,1.6599,fraternite.bj,ENVIRONMENT;RELIGION;PROTEST;HEALTH,Macky Sall,Banque Mondiale;Union Africaine,"Djougou, Benin","10.04,10.04,0.0,10.04,1.6,659",,20250316000000-fraternite_bj-BN-02865,Cooperation materielle,0,0,45,1,Nord,Donga,Benin,0.8215,0.751,2025-03,Tres positif,Stabilisant,0,0.783719151481158,3.1713475670655895,-1,6.4497685e-06
20250623,2025-06-23,Gouvernement,BN,60,Cooperation materielle,2,-0.76,5,1,2.72,Cotonou,6.3654,2.4183,beninwebtv.com,,,FMI;Union Africaine,"Cotonou, Benin","2.72,2.72,0.0,2.72,1.92,148",https://www.rfi.fr/img/placeholder.jpg,20250623000000-beninwebtv_com-BN-02866,Cooperation materielle,0,0,5,0,Sud,Littoral,Benin,0.462,0.568,2025-06,Positif,Leg. negatif,0,-1.4815239048913185,0.19369466938031168,0,0.017359292
20250308,2025-03-08,Parti politique,NG,110,Rejet/opposition,3,-4.7,2,1,-4.34,Natitingou,10.3081,1.3784,beninwebtv.com,PROTEST,Alassane Ouattara,Gouvernement Beninois,"Natitingou, Benin","-4.34,0.0,4.34,4.34,0.46,394",,20250308000000-beninwebtv_com-BN-02867,Conflit verbal,1,1,2,1,Nord,Atacora,Benin,0.265,0.3915,2025-03,Negatif,Destabilisant,1,-1.7230419772654846,-1.991689531357279,0,0.999468
20250403,2025-04-03,Institution internationale,BN,36,Critique politique,1,1.16,16,2,2.34,Parakou,9.337,2.6282,beninwebtv.com,HEALTH;CORRUPTION,Thomas Boni Yayi;Mahamadou Issoufou,,"Parakou, Benin","2.34,2.34,0.0,2.34,1.14,594",,20250403000000-beninwebtv_com-BN-02868,Cooperation verbale,0,0,32,1,Nord,Borgou,Benin,0.558,0.5585,2025-04,Positif,Neutre,0,0.3674098560044543,0.676590263683472,0,0.007578905
20250222,2025-02-22,Citoyen,BN,40,Consultation diplomatique,1,2.25,8,5,3.57,Porto-Novo,6.4969,2.6289,bbc.com,ECONOMY;MILITARY;DEVELOPMENT;ELECTIONS,,Union Africaine,"Porto-Novo, Benin","3.57,3.57,0.0,3.57,1.12,99",https://www.bbc.com/img/default.jpg,20250222000000-bbc_com-BN-02869,Cooperation verbale,0,0,40,0,Sud,Oueme,International,0.6125,0.5893,2025-02,Positif,Neutre,0,0.31420425140344793,1.0837028862252411,0,0.0006989797
20250404,2025-04-04,Citoyen,FR,140,Refus cooperation,3,-7.24,12,1,-5.06,Cotonou,6.3654,2.4183,beninwebtv.com,EDUCATION;CORRUPTION;DIPLOMACY;DEMOCRACY,,ONU,"Cotonou, Benin","-5.06,0.0,5.06,5.06,1.35,794",,20250404000000-beninwebtv_com-BN-02870,Conflit verbal,1,1,12,0,Sud,Littoral,Benin,0.138,0.3735,2025-04,Tres negatif,Tres destabilisant,1,-0.4783054501928458,-2.5552317847334507,0,0.99994576
20250423,2025-04-23,Medias,BN,170,Coercition,4,-1.07,10,3,-4.35,Abomey-Calavi,6.4484,2.3552,matinlibre.com,TERRORISM;DEVELOPMENT;RELIGION,Lionel Zinsou;Macky Sall,Union Africaine,"Abomey-Calavi, Benin","-4.35,0.0,4.35,4.35,1.87,450",,20250423000000-matinlibre_com-BN-02871,Conflit materiel,1,1,30,0,Sud,Atlantique,Benin,0.4465,0.3912,2025-04,Negatif,Leg. negatif,1,0.01924468450392808,-1.1006403652873036,0,0.9981147
20250817,2025-08-17,Police,BN,140,Refus cooperation,3,-8.53,8,2,-5.82,Abomey-Calavi,6.4484,2.3552,bbc.com,TERRORISM;DIPLOMACY;MILITARY;ENVIRONMENT,,Banque Mondiale;Assemblee Nationale,"Abomey-Calavi, Benin","-5.82,0.0,5.82,5.82,0.3,251",,20250817000000-bbc_com-BN-02872,Conflit verbal,1,1,16,0,Sud,Atlantique,International,0.0735,0.3545,2025-08,Tres negatif,Tres destabilisant,1,-0.5623842532061505,-2.9997996033006387,0,0.99994576
20250907,2025-09-07,Gouvernement,GH,50,Appel cooperation,1,3.43,18,2,6.54,Cotonou,6.3654,2.4183,24haubenin.com,,Lionel Zinsou,,"Cotonou, Benin","6.54,6.54,0.0,6.54,0.28,521",,20250907000000-24haubenin_com-BN-02873,Cooperation verbale,0,0,36,0,Sud,Littoral,Benin,0.6715,0.6635,2025-09,Tres positif,Stabilisant,0,0.5829015017425568,1.9660033523357139,-1,1.6559225e-05
20250728,2025-07-28,Diplomate,TG,120,Menace,3,-4.58,16,3,-1.34,Abomey,7.1856,1.9861,bbc.com,DEVELOPMENT;ENVIRONMENT;HEALTH;RELIGION,Abdoulaye Bio Tchane,FMI;PNUD;CEDEAO,"Abomey, Benin","-1.34,0.0,1.34,1.34,1.77,470",,20250728000000-bbc_com-BN-02874,Conflit verbal,1,1,48,0,Centre,Zou,International,0.271,0.4665,2025-07,Neutre,Destabilisant,1,1.0332903301370306,-1.2023405700440857,0,0.99521106
20250701,2025-07-01,Medias,BN,50,Appel cooperation,1,1.96,8,2,-0.29,Porto-Novo,6.4969,2.6289,apanews.net,MILITARY;ENVIRONMENT;RELIGION;DEVELOPMENT,Patrice Talon;Mahamadou Issoufou,CEDEAO,"Porto-Novo, Benin","-0.29,0.0,0.29,0.29,0.11,236",https://www.bbc.com/img/default.jpg,20250701000000-apanews_net-BN-02875,Cooperation verbale,0,1,16,0,Sud,Oueme,Afrique,0.598,0.4928,2025-07,Neutre,Neutre,0,-0.76181961503933,0.2580201272764061,0,0.011594236
20250924,2025-09-24,Institution internationale,BN,60,Cooperation materielle,2,2.37,18,9,3.05,Porto-Novo,6.4969,2.6289,beninwebtv.com,EDUCATION;PROTEST;TERRORISM;HEALTH,Mahamadou Issoufou,,"Porto-Novo, Benin","3.05,3.05,0.0,3.05,1.09,574",,20250924000000-beninwebtv_com-BN-02876,Cooperation materielle,0,0,162,0,Sud,Oueme,Benin,0.6185,0.5762,2025-09,Positif,Neutre,0,4.79992946761987,1.28662260225785,-1,9.806844e-05
20251008,2025-10-08,Militaire,TG,20,Appel action,1,0.55,5,1,1.15,Parakou,9.337,2.6282,rfi.fr,,,PNUD,"Parakou, Benin","1.15,1.15,0.0,1.15,0.0,760",,20251008000000-rfi_fr-BN-02877,Cooperation verbale,0,0,5,1,Nord,Borgou,International,0.5275,0.5287,2025-10,Neutre,Neutre,0,-1.486374667632958,0.1786778221257285,0,0.004136085
20250604,2025-06-04,Parti politique,BN,70,Aide/assistance,2,3.22,2,8,6.28,Cotonou,6.3654,2.4183,matinlibre.com,PROTEST;HEALTH;ELECTIONS;DIPLOMACY,Abdoulaye Bio Tchane;Macky Sall,Gouvernement Beninois;Banque Mondiale,"Cotonou, Benin","6.28,6.28,0.0,6.28,0.25,272",https://www.bbc.com/img/default.jpg,20250604000000-matinlibre_com-BN-02878,Cooperation materielle,0,0,16,0,Sud,Littoral,Benin,0.661,0.657,2025-06,Tres positif,Stabilisant,0,-0.27285374131271756,1.717432219522099,-1,1.0971889e-05
20250324,2025-03-24,Gouvernement,BN,20,Appel action,1,0.08,6,3,-1.17,Abomey,7.1856,1.9861,matinlibre.com,,Lionel Zinsou,Gouvernement Beninois;Banque Mondiale,"Abomey, Benin","-1.17,0.0,1.17,1.17,1.3,471",,20250324000000-matinlibre_com-BN-02879,Cooperation verbale,0,1,18,0,Centre,Zou,Benin,0.504,0.4707,2025-03,Neutre,Neutre,0,-0.6857031020949111,-0.3182309810591421,0,0.030697528
20250705,2025-07-05,Citoyen,BN,40,Consultation diplomatique,1,2.99,8,2,4.65,Porto-Novo,6.4969,2.6289,beninwebtv.com,DEVELOPMENT;DIPLOMACY;RELIGION,Thomas Boni Yayi;Lionel Zinsou,UNICEF,"Porto-Novo, Benin","4.65,4.65,0.0,4.65,1.62,322",,20250705000000-beninwebtv_com-BN-02880,Cooperation verbale,0,0,16,0,Sud,Oueme,Benin,0.6495,0.6162,2025-07,Positif,Neutre,0,-0.8203341944372217,1.3968444855400808,0,0.00014828502
20251215,2025-12-15,Citoyen,BN,130,Protestation,3,-2.27,6,5,-4.46,Cotonou,6.3654,2.4183,matinlibre.com,DEVELOPMENT;POLITICAL_VIOLENCE;ELECTIONS;CORRUPTION,Patrice Talon;Alassane Ouattara,,"Cotonou, Benin","-4.46,0.0,4.46,4.46,0.88,536",https://www.bbc.com/img/default.jpg,20251215000000-matinlibre_com-BN-02881,Conflit verbal,1,1,30,0,Sud,Littoral,Benin,0.3865,0.3885,2025-12,Negatif,Leg. negatif,1,0.030309571728870197,-1.4056117066658298,0,0.9990246
20250519,2025-05-19,Diplomate,GH,36,Critique politique,1,1.73,9,6,-2.84,Porto-Novo,6.4969,2.6289,24haubenin.com,,Macky Sall,ONU;CEDEAO;FMI,"Porto-Novo, Benin","-2.84,0.0,2.84,2.84,0.03,758",,20250519000000-24haubenin_com-BN-02882,Cooperation verbale,0,1,54,0,Sud,Oueme,Benin,0.5865,0.429,2025-05,Negatif,Neutre,0,0.9823334644253102,-0.18959770816186905,0,0.013233583
20250224,2025-02-24,ONG,BN,10,Declaration publique,1,-0.19,2,2,6.6,Abomey-Calavi,6.4484,2.3552,rfi.fr,TERRORISM,,Banque Mondiale;FMI;PNUD,"Abomey-Calavi, Benin","6.6,6.6,0.0,6.6,0.85,338",,20250224000000-rfi_fr-BN-02883,Cooperation verbale,0,0,4,0,Sud,Atlantique,International,0.4905,0.665,2025-02,Tres positif,Leg. negatif,0,-1.647826601617626,1.0119677850593762,0,0.010028107
20250119,2025-01-19,Parti politique,BN,10,Declaration publique,1,2.01,1,9,-2.53,Parakou,9.337,2.6282,beninwebtv.com,ECONOMY;ELECTIONS;MILITARY;ENVIRONMENT,Macky Sall;Abdoulaye Bio Tchane,Gouvernement Beninois;Banque Mondiale,"Parakou, Benin","-2.53,0.0,2.53,2.53,0.23,375",,20250119000000-beninwebtv_com-BN-02884,Cooperation verbale,0,1,9,1,Nord,Borgou,Benin,0.6005,0.4368,2025-01,Negatif,Neutre,0,-0.24029818398880715,-0.19613136683979265,-1,0.010078677
20251214,2025-12-14,ONG,BN,170,Coercition,4,-5.96,12,3,-6.26,Bohicon,7.1824,2.066,matinlibre.com,ENVIRONMENT;DEMOCRACY;RELIGION,Abdoulaye Bio Tchane,Banque Mondiale;CEDEAO;Assemblee Nationale,"Bohicon, Benin","-6.26,0.0,6.26,6.26,1.49,238",https://www.bbc.com/img/default.jpg,20251214000000-matinlibre_com-BN-02885,Conflit materiel,1,1,36,0,Centre,Zou,Benin,0.202,0.3435,2025-12,Tres negatif,Destabilisant,1,0.4364059035801268,-2.4669875691167444,0,0.99997926
20251212,2025-12-12,Gouvernement,NG,60,Cooperation materielle,2,1.78,7,4,-1.31,Cotonou,6.3654,2.4183,matinlibre.com,,,,"Cotonou, Benin","-1.31,0.0,1.31,1.31,0.45,441",,20251212000000-matinlibre_com-BN-02886,Cooperation materielle,0,1,28,0,Sud,Littoral,Benin,0.589,0.4673,2025-12,Neutre,Neutre,0,-0.19477731763714545,0.04438438195968446,0,0.022077188
20250924,2025-09-24,Gouvernement,BN,50,Appel cooperation,1,3.58,11,1,5.05,Cotonou,6.3654,2.4183,bbc.com,,Patrice Talon;Abdoulaye Bio Tchane,CEDEAO,"Cotonou, Benin","5.05,5.05,0.0,5.05,0.13,481",,20250924000000-bbc_com-BN-02887,Cooperation verbale,0,0,11,0,Sud,Littoral,International,0.679,0.6262,2025-09,Tres positif,Stabilisant,0,-0.8432217892496096,1.6147433332571872,0,3.1497857e-05
20250522,2025-05-22,Gouvernement,TG,130,Protestation,3,-4.68,13,1,-5.47,Kandi,11.1342,2.9394,lanouvelletribune.bj,DEVELOPMENT;ECONOMY;MILITARY,,PNUD,"Kandi, Benin","-5.47,0.0,5.47,5.47,1.05,577",,20250522000000-lanouvelletribune_bj-BN-02888,Conflit verbal,1,1,13,1,Nord,Alibori,Benin,0.266,0.3632,2025-05,Tres negatif,Destabilisant,1,-0.39116594552147893,-2.0777000654229836,0,0.9999002
20251112,2025-11-12,Gouvernement,BN,130,Protestation,3,-3.74,4,1,-4.58,Cotonou,6.3654,2.4183,bbc.com,MILITARY;EDUCATION;ECONOMY,Thomas Boni Yayi;Macky Sall,Assemblee Nationale;FMI,"Cotonou, Benin","-4.58,0.0,4.58,4.58,0.31,640",,20251112000000-bbc_com-BN-02889,Conflit verbal,1,1,4,0,Sud,Littoral,International,0.313,0.3855,2025-11,Negatif,Destabilisant,1,-1.494292211391203,-1.8107121164019013,0,0.9997948
20250613,2025-06-13,Medias,NG,40,Consultation diplomatique,1,2.59,6,2,3.33,Lokossa,6.6392,1.7153,beninwebtv.com,,Patrice Talon;Abdoulaye Bio Tchane,Union Africaine,"Lokossa, Benin","3.33,3.33,0.0,3.33,1.02,677",https://www.bbc.com/img/default.jpg,20250613000000-beninwebtv_com-BN-02890,Cooperation verbale,0,0,12,0,Sud,Mono,Benin,0.6295,0.5832,2025-06,Positif,Neutre,0,-1.088162716524831,1.041250447405134,0,0.00041781273
20250909,2025-09-09,Parti politique,BN,110,Rejet/opposition,3,-5.27,5,2,-10.54,Cotonou,6.3654,2.4183,rfi.fr,ELECTIONS;DEVELOPMENT;CORRUPTION;RELIGION,Alassane Ouattara,,"Cotonou, Benin","-10.54,0.0,10.54,10.54,1.8,400",,20250909000000-rfi_fr-BN-02891,Conflit verbal,1,1,10,0,Sud,Littoral,International,0.2365,0.2365,2025-09,Tres negatif,Destabilisant,1,-0.9951883630908238,-3.2247176486675206,0,0.9999598
20250820,2025-08-20,Parti politique,US,120,Menace,3,-6.72,3,2,-5.8,Lokossa,6.6392,1.7153,fraternite.bj,,,ONU;Banque Mondiale;Assemblee Nationale,"Lokossa, Benin","-5.8,0.0,5.8,5.8,1.51,758",,20250820000000-fraternite_bj-BN-02892,Conflit verbal,1,1,6,0,Sud,Mono,Benin,0.164,0.355,2025-08,Tres negatif,Destabilisant,1,-1.3016698576316954,-2.6734225299222576,0,0.9999032
